OrderID,OrderDate,CustomerID,ProductID,Quantity,DeliveryCounty,UnitPrice (KES),OrderTotal (KES),DeliveryFee (KES)
ORD11957,2023-03-08,C02182,P003,2,Nairobi,32000,64000,100
ORD11958,2024-12-26,C05012,P004,4,Nakuru,3500,14000,220
ORD11959,2022-12-15,C05031,P003,1,Kisumu,32000,32000,320
ORD11960,2024-03-09,C00355,P002,4,Nakuru,55000,220000,220
ORD11961,2023-06-08,C02632,P006,1,Kakamega,2800,2800,330
ORD11962,2024-04-05,C01522,P007,1,Nairobi,4500,4500,100
ORD11963,2022-03-08,C02673,P004,2,Kisii,3500,7000,280
ORD11964,2022-06-10,C02338,P005,2,Kiambu,2200,4400,120
ORD11965,2024-09-23,C06969,P008,2,Nyeri,6500,13000,180
ORD11966,2023-12-09,C00629,P009,1,Nairobi,3800,3800,100
ORD11967,2022-06-20,C07163,P007,3,Kisumu,4500,13500,320
ORD11968,2023-03-02,C02680,P010,3,Bungoma,1200,3600,335
ORD11969,2024-12-20,C05267,P001,3,Kakamega,21500,64500,330
ORD11970,2024-01-27,C04423,P011,4,Machakos,900,3600,150
ORD11971,2023-09-15,C09631,P003,1,Kakamega,32000,32000,330
ORD11972,2023-08-21,C07464,P011,3,Nyeri,900,2700,180
ORD11973,2023-10-08,C09614,P005,1,Mombasa,2200,2200,380
ORD11974,2024-07-13,C01127,P003,1,Bungoma,32000,32000,335
ORD11975,2024-08-15,C01781,P001,4,Bungoma,21500,86000,335
ORD11976,2022-03-02,C09724,P002,2,Kericho,55000,110000,290
ORD11977,2022-11-16,C09425,P008,2,Meru,6500,13000,240
ORD11978,2022-12-08,C06572,P007,4,Meru,4500,18000,240
ORD11979,2023-12-22,C08585,P010,4,Kiambu,1200,4800,120
ORD11980,2024-06-02,C00826,P003,1,Kisumu,32000,32000,320
ORD11981,2024-04-30,C07277,P004,3,Bungoma,3500,10500,335
ORD11982,2022-02-17,C02396,P003,1,Kiambu,32000,32000,120
ORD11983,2023-08-05,C04146,P004,1,Nakuru,3500,3500,220
ORD11984,2024-10-02,C07060,P008,3,Kiambu,6500,19500,120
ORD11985,2023-04-26,C05493,P009,2,Machakos,3800,7600,150
ORD11986,2024-02-08,C07112,P007,1,Kisii,4500,4500,280
ORD11987,2022-09-27,C09985,P009,2,Kisii,3800,7600,280
ORD11988,2024-02-15,C06793,P009,2,Kakamega,3800,7600,330
ORD11989,2022-09-10,C09556,P007,2,Mombasa,4500,9000,380
ORD11990,2022-07-18,C03552,P007,1,Kisumu,4500,4500,320
ORD11991,2024-03-21,C07712,P008,3,Kisii,6500,19500,280
ORD11992,2023-03-24,C03629,P010,3,Kisii,1200,3600,280
ORD11993,2023-03-09,C01566,P003,2,Machakos,32000,64000,150
ORD11994,2022-08-15,C03668,P008,2,Kericho,6500,13000,290
ORD11995,2023-08-16,C06460,P001,3,Kiambu,21500,64500,120
ORD11996,2023-01-01,C04097,P006,4,Kiambu,2800,11200,120
ORD11997,2022-11-22,C01020,P002,4,Machakos,55000,220000,150
ORD11998,2024-04-01,C07929,P007,2,Mombasa,4500,9000,380
ORD11999,2024-04-16,C09477,P003,3,Mombasa,32000,96000,380
ORD12000,2023-12-22,C08255,P011,4,Nyeri,900,3600,180
ORD12001,2023-03-22,C05966,P010,3,Nakuru,1200,3600,220
ORD12002,2024-05-06,C02270,P005,1,Kisii,2200,2200,280
ORD12003,2023-07-26,C08836,P010,2,Mombasa,1200,2400,380
ORD12004,2023-10-17,C04722,P002,4,Kisumu,55000,220000,320
ORD12005,2024-01-14,C08409,P001,2,Kisii,21500,43000,280
ORD12006,2022-08-05,C00196,P005,1,Meru,2200,2200,240
ORD12007,2023-10-13,C03274,P009,3,Kiambu,3800,11400,120
ORD12008,2024-10-25,C05111,P009,2,Kisii,3800,7600,280
ORD12009,2024-12-26,C07402,P007,4,Nyeri,4500,18000,180
ORD12010,2024-03-14,C03213,P009,1,Mombasa,3800,3800,380
ORD12011,2023-04-07,C02756,P004,4,Mombasa,3500,14000,380
ORD12012,2024-04-07,C01522,P003,3,Kisumu,32000,96000,320
ORD12013,2024-10-10,C05675,P011,4,Kisii,900,3600,280
ORD12014,2024-08-08,C01081,P004,4,Nakuru,3500,14000,220
ORD12015,2023-08-10,C05624,P007,4,Nairobi,4500,18000,100
ORD12016,2024-07-09,C00722,P008,1,Nairobi,6500,6500,100
ORD12017,2022-11-18,C01563,P002,4,Bungoma,55000,220000,335
ORD12018,2022-12-30,C00640,P005,4,Kisumu,2200,8800,320
ORD12019,2024-03-30,C04261,P005,1,Mombasa,2200,2200,380
ORD12020,2023-08-14,C05191,P009,1,Kericho,3800,3800,290
ORD12021,2022-01-07,C03737,P003,1,Kisii,32000,32000,280
ORD12022,2024-12-26,C07747,P006,3,Machakos,2800,8400,150
ORD12023,2023-11-16,C00090,P010,1,Nairobi,1200,1200,100
ORD12024,2024-08-08,C01252,P005,3,Kiambu,2200,6600,120
ORD12025,2022-12-19,C09295,P002,1,Kericho,55000,55000,290
ORD12026,2022-07-21,C04704,P002,1,Nyeri,55000,55000,180
ORD12027,2024-02-25,C00349,P004,2,Kiambu,3500,7000,120
ORD12028,2024-05-06,C04053,P004,2,Nakuru,3500,7000,220
ORD12029,2024-05-06,C02942,P007,2,Kisumu,4500,9000,320
ORD12030,2024-04-20,C08438,P001,2,Kiambu,21500,43000,120
ORD12031,2023-01-22,C00272,P011,1,Kisumu,900,900,320
ORD12032,2022-03-01,C02031,P006,1,Bungoma,2800,2800,335
ORD12033,2023-04-05,C07837,P011,3,Bungoma,900,2700,335
ORD12034,2022-10-11,C09658,P009,1,Kericho,3800,3800,290
ORD12035,2024-10-27,C09388,P002,3,Nairobi,55000,165000,100
ORD12036,2022-06-14,C07042,P005,4,Machakos,2200,8800,150
ORD12037,2024-04-17,C05176,P010,4,Machakos,1200,4800,150
ORD12038,2022-02-16,C09807,P011,1,Nakuru,900,900,220
ORD12039,2023-10-28,C01127,P010,4,Mombasa,1200,4800,380
ORD12040,2023-05-27,C04380,P004,1,Mombasa,3500,3500,380
ORD12041,2022-12-07,C08709,P004,3,Meru,3500,10500,240
ORD12042,2024-08-24,C09494,P008,2,Kakamega,6500,13000,330
ORD12043,2022-07-06,C08053,P006,4,Kiambu,2800,11200,120
ORD12044,2024-01-29,C00612,P007,1,Kericho,4500,4500,290
ORD12045,2022-02-16,C00750,P011,2,Meru,900,1800,240
ORD12046,2024-03-08,C01857,P009,3,Kisumu,3800,11400,320
ORD12047,2024-11-13,C08592,P003,1,Mombasa,32000,32000,380
ORD12048,2023-01-31,C01527,P011,4,Kericho,900,3600,290
ORD12049,2022-11-27,C06230,P002,3,Nakuru,55000,165000,220
ORD12050,2024-07-26,C08512,P003,1,Machakos,32000,32000,150
ORD12051,2024-01-26,C08528,P008,4,Nyeri,6500,26000,180
ORD12052,2023-05-06,C02099,P009,3,Nakuru,3800,11400,220
ORD12053,2022-12-25,C07866,P010,3,Nairobi,1200,3600,100
ORD12054,2024-08-25,C00174,P005,2,Kisii,2200,4400,280
ORD12055,2023-02-14,C09834,P008,2,Nairobi,6500,13000,100
ORD12056,2023-10-23,C00501,P011,2,Kericho,900,1800,290
ORD12057,2022-09-29,C03647,P007,1,Kisii,4500,4500,280
ORD12058,2023-08-24,C06220,P009,3,Machakos,3800,11400,150
ORD12059,2022-05-13,C02364,P004,2,Kisumu,3500,7000,320
ORD12060,2022-03-05,C07541,P010,4,Kisii,1200,4800,280
ORD12061,2023-02-28,C01897,P003,1,Kakamega,32000,32000,330
ORD12062,2024-08-02,C05760,P009,2,Bungoma,3800,7600,335
ORD12063,2024-07-29,C09911,P008,1,Nairobi,6500,6500,100
ORD12064,2023-05-17,C01779,P007,3,Nairobi,4500,13500,100
ORD12065,2024-06-27,C03058,P001,4,Kisumu,21500,86000,320
ORD12066,2023-05-11,C05191,P002,3,Nairobi,55000,165000,100
ORD12067,2022-12-29,C06998,P009,4,Mombasa,3800,15200,380
ORD12068,2024-08-02,C04748,P005,3,Meru,2200,6600,240
ORD12069,2024-10-21,C09287,P001,1,Kiambu,21500,21500,120
ORD12070,2022-08-16,C00046,P009,3,Kericho,3800,11400,290
ORD12071,2023-11-10,C07759,P001,4,Machakos,21500,86000,150
ORD12072,2022-11-23,C09638,P008,1,Kericho,6500,6500,290
ORD12073,2023-05-17,C07054,P005,1,Kericho,2200,2200,290
ORD12074,2024-08-04,C03202,P011,4,Kakamega,900,3600,330
ORD12075,2022-05-24,C00456,P006,4,Kakamega,2800,11200,330
ORD12076,2022-01-15,C09855,P001,1,Kericho,21500,21500,290
ORD12077,2022-03-08,C02925,P002,4,Kakamega,55000,220000,330
ORD12078,2024-04-12,C07799,P007,3,Meru,4500,13500,240
ORD12079,2024-11-30,C00966,P002,3,Machakos,55000,165000,150
ORD12080,2024-08-20,C04965,P005,3,Kericho,2200,6600,290
ORD12081,2024-02-29,C01529,P011,1,Kisii,900,900,280
ORD12082,2022-05-25,C02977,P009,3,Kakamega,3800,11400,330
ORD12083,2024-05-04,C03072,P005,1,Mombasa,2200,2200,380
ORD12084,2023-06-17,C04870,P003,4,Kisii,32000,128000,280
ORD12085,2022-09-05,C06388,P011,3,Kakamega,900,2700,330
ORD12086,2024-12-29,C02522,P006,1,Nyeri,2800,2800,180
ORD12087,2022-02-18,C06526,P007,2,Kisumu,4500,9000,320
ORD12088,2024-06-17,C01127,P010,3,Bungoma,1200,3600,335
ORD12089,2024-09-11,C06633,P011,3,Machakos,900,2700,150
ORD12090,2022-05-03,C05774,P010,1,Bungoma,1200,1200,335
ORD12091,2023-08-23,C07717,P011,1,Machakos,900,900,150
ORD12092,2024-03-26,C03405,P008,4,Meru,6500,26000,240
ORD12093,2022-03-23,C04493,P003,1,Bungoma,32000,32000,335
ORD12094,2024-01-15,C02344,P011,4,Machakos,900,3600,150
ORD12095,2024-03-29,C00107,P004,2,Nairobi,3500,7000,100
ORD12096,2024-11-13,C03155,P010,4,Nakuru,1200,4800,220
ORD12097,2024-06-20,C04054,P004,3,Kakamega,3500,10500,330
ORD12098,2024-05-27,C04802,P002,1,Mombasa,55000,55000,380
ORD12099,2022-09-12,C06140,P007,2,Machakos,4500,9000,150
ORD12100,2022-08-01,C05581,P004,2,Nairobi,3500,7000,100
ORD12101,2022-10-26,C00215,P004,1,Nyeri,3500,3500,180
ORD12102,2023-06-22,C05401,P008,3,Nyeri,6500,19500,180
ORD12103,2022-08-17,C06876,P006,1,Kisii,2800,2800,280
ORD12104,2022-12-13,C04290,P006,1,Kakamega,2800,2800,330
ORD12105,2024-01-21,C04254,P011,1,Kisii,900,900,280
ORD12106,2024-04-25,C08657,P009,4,Nakuru,3800,15200,220
ORD12107,2023-11-27,C06248,P004,2,Kericho,3500,7000,290
ORD12108,2022-10-18,C06178,P009,2,Kisumu,3800,7600,320
ORD12109,2023-05-13,C07270,P001,3,Meru,21500,64500,240
ORD12110,2024-09-15,C02373,P011,2,Kisii,900,1800,280
ORD12111,2023-03-07,C06835,P009,1,Nyeri,3800,3800,180
ORD12112,2023-06-26,C08784,P001,2,Kericho,21500,43000,290
ORD12113,2022-07-18,C06618,P007,3,Kericho,4500,13500,290
ORD12114,2023-11-07,C05151,P006,4,Kericho,2800,11200,290
ORD12115,2022-06-01,C09076,P007,4,Kisii,4500,18000,280
ORD12116,2024-07-27,C08103,P009,1,Nyeri,3800,3800,180
ORD12117,2024-10-03,C04159,P010,1,Kiambu,1200,1200,120
ORD12118,2023-05-17,C07728,P004,2,Nakuru,3500,7000,220
ORD12119,2023-06-17,C05207,P009,2,Nairobi,3800,7600,100
ORD12120,2023-12-03,C00304,P003,3,Kericho,32000,96000,290
ORD12121,2023-08-28,C00334,P010,1,Kericho,1200,1200,290
ORD12122,2024-06-29,C04507,P011,3,Kiambu,900,2700,120
ORD12123,2023-11-09,C02332,P011,4,Kisumu,900,3600,320
ORD12124,2024-07-11,C04562,P009,2,Nairobi,3800,7600,100
ORD12125,2023-06-13,C00080,P001,1,Bungoma,21500,21500,335
ORD12126,2023-07-18,C03764,P005,2,Machakos,2200,4400,150
ORD12127,2022-03-15,C05197,P010,1,Bungoma,1200,1200,335
ORD12128,2022-10-14,C00733,P005,4,Nakuru,2200,8800,220
ORD12129,2022-10-31,C03977,P001,3,Nakuru,21500,64500,220
ORD12130,2024-12-04,C05660,P001,1,Kakamega,21500,21500,330
ORD12131,2023-08-14,C01385,P003,2,Mombasa,32000,64000,380
ORD12132,2022-02-23,C02125,P009,1,Kericho,3800,3800,290
ORD12133,2023-03-29,C06653,P007,3,Kiambu,4500,13500,120
ORD12134,2024-01-30,C05284,P006,4,Nakuru,2800,11200,220
ORD12135,2024-01-13,C07177,P009,2,Kakamega,3800,7600,330
ORD12136,2023-08-20,C09391,P004,4,Mombasa,3500,14000,380
ORD12137,2023-09-21,C06606,P004,4,Nyeri,3500,14000,180
ORD12138,2022-11-21,C05708,P003,3,Nyeri,32000,96000,180
ORD12139,2023-09-17,C02293,P005,1,Kisumu,2200,2200,320
ORD12140,2024-08-31,C08377,P005,1,Bungoma,2200,2200,335
ORD12141,2024-06-19,C00998,P010,1,Kiambu,1200,1200,120
ORD12142,2023-08-27,C04665,P007,1,Machakos,4500,4500,150
ORD12143,2022-11-13,C02358,P007,2,Kiambu,4500,9000,120
ORD12144,2022-09-21,C05492,P006,4,Kisumu,2800,11200,320
ORD12145,2022-10-28,C01680,P004,1,Kisumu,3500,3500,320
ORD12146,2023-08-22,C05716,P007,4,Nyeri,4500,18000,180
ORD12147,2024-02-26,C04887,P002,2,Nyeri,55000,110000,180
ORD12148,2023-06-11,C07441,P009,2,Kisii,3800,7600,280
ORD12149,2023-04-12,C06822,P007,2,Kisumu,4500,9000,320
ORD12150,2022-02-27,C03528,P002,4,Mombasa,55000,220000,380
ORD12151,2023-03-10,C06814,P010,1,Kiambu,1200,1200,120
ORD12152,2023-09-13,C02746,P002,4,Bungoma,55000,220000,335
ORD12153,2022-10-31,C04091,P006,1,Nyeri,2800,2800,180
ORD12154,2022-01-25,C06159,P011,3,Kakamega,900,2700,330
ORD12155,2023-06-16,C08562,P007,1,Kakamega,4500,4500,330
ORD12156,2024-01-16,C07472,P009,1,Kakamega,3800,3800,330
ORD12157,2024-11-07,C03744,P004,1,Nyeri,3500,3500,180
ORD12158,2024-11-24,C09896,P008,2,Machakos,6500,13000,150
ORD12159,2024-04-11,C07009,P010,3,Kisumu,1200,3600,320
ORD12160,2024-09-03,C03325,P002,1,Mombasa,55000,55000,380
ORD12161,2022-12-15,C08633,P006,3,Nairobi,2800,8400,100
ORD12162,2023-12-06,C03258,P004,4,Nyeri,3500,14000,180
ORD12163,2022-11-16,C00227,P008,4,Nyeri,6500,26000,180
ORD12164,2024-10-23,C02402,P009,2,Nairobi,3800,7600,100
ORD12165,2023-10-06,C04719,P002,4,Kisii,55000,220000,280
ORD12166,2024-12-07,C01025,P007,3,Mombasa,4500,13500,380
ORD12167,2024-02-06,C05673,P007,3,Machakos,4500,13500,150
ORD12168,2024-02-14,C07728,P008,3,Nyeri,6500,19500,180
ORD12169,2024-09-20,C05281,P005,3,Mombasa,2200,6600,380
ORD12170,2022-12-13,C00871,P011,3,Nairobi,900,2700,100
ORD12171,2024-12-11,C03200,P003,2,Mombasa,32000,64000,380
ORD12172,2024-09-14,C01746,P001,1,Kiambu,21500,21500,120
ORD12173,2022-12-26,C05271,P004,4,Kericho,3500,14000,290
ORD12174,2024-09-18,C08636,P003,3,Meru,32000,96000,240
ORD12175,2024-02-17,C05887,P002,4,Kiambu,55000,220000,120
ORD12176,2022-01-30,C05591,P006,2,Nakuru,2800,5600,220
ORD12177,2022-05-13,C07898,P007,2,Kiambu,4500,9000,120
ORD12178,2023-12-03,C08665,P010,1,Mombasa,1200,1200,380
ORD12179,2023-04-06,C08272,P007,2,Mombasa,4500,9000,380
ORD12180,2023-09-26,C05159,P008,1,Bungoma,6500,6500,335
ORD12181,2023-02-27,C08432,P002,3,Kakamega,55000,165000,330
ORD12182,2023-04-05,C00590,P011,2,Nairobi,900,1800,100
ORD12183,2022-11-04,C09553,P010,4,Kakamega,1200,4800,330
ORD12184,2023-07-24,C01885,P006,2,Kisumu,2800,5600,320
ORD12185,2022-09-02,C05400,P006,2,Nairobi,2800,5600,100
ORD12186,2023-02-08,C08504,P010,3,Kisii,1200,3600,280
ORD12187,2024-01-01,C01077,P001,1,Nyeri,21500,21500,180
ORD12188,2024-10-18,C07236,P002,1,Kisii,55000,55000,280
ORD12189,2024-07-29,C06838,P009,2,Kisii,3800,7600,280
ORD12190,2022-01-25,C00034,P008,4,Kericho,6500,26000,290
ORD12191,2024-12-09,C01842,P004,2,Bungoma,3500,7000,335
ORD12192,2023-04-13,C04482,P006,4,Kericho,2800,11200,290
ORD12193,2023-02-19,C08441,P002,3,Machakos,55000,165000,150
ORD12194,2024-01-15,C01135,P005,3,Nyeri,2200,6600,180
ORD12195,2022-03-09,C07262,P002,1,Kakamega,55000,55000,330
ORD12196,2024-03-27,C05299,P005,4,Kakamega,2200,8800,330
ORD12197,2022-07-22,C07018,P007,2,Bungoma,4500,9000,335
ORD12198,2023-11-06,C07772,P007,2,Kakamega,4500,9000,330
ORD12199,2024-11-05,C08568,P009,2,Nakuru,3800,7600,220
ORD12200,2022-05-18,C08916,P003,2,Nairobi,32000,64000,100
ORD12201,2023-07-10,C01914,P004,3,Nairobi,3500,10500,100
ORD12202,2024-12-31,C04298,P009,4,Kiambu,3800,15200,120
ORD12203,2022-06-12,C01943,P008,3,Kericho,6500,19500,290
ORD12204,2022-04-25,C04005,P007,4,Meru,4500,18000,240
ORD12205,2024-07-03,C01332,P008,1,Kiambu,6500,6500,120
ORD12206,2024-12-06,C07891,P009,4,Mombasa,3800,15200,380
ORD12207,2023-05-23,C04589,P004,2,Meru,3500,7000,240
ORD12208,2023-05-17,C00338,P005,3,Kiambu,2200,6600,120
ORD12209,2023-06-09,C07067,P009,2,Mombasa,3800,7600,380
ORD12210,2023-01-10,C07814,P007,4,Kisumu,4500,18000,320
ORD12211,2023-05-17,C08984,P004,4,Nairobi,3500,14000,100
ORD12212,2023-04-13,C03612,P006,1,Nakuru,2800,2800,220
ORD12213,2024-07-23,C03701,P011,4,Kericho,900,3600,290
ORD12214,2022-12-30,C09709,P001,4,Kericho,21500,86000,290
ORD12215,2022-03-24,C06119,P001,2,Kisumu,21500,43000,320
ORD12216,2023-06-29,C07106,P009,4,Nakuru,3800,15200,220
ORD12217,2023-07-23,C02674,P008,4,Kisumu,6500,26000,320
ORD12218,2022-07-07,C02123,P001,3,Kakamega,21500,64500,330
ORD12219,2023-01-25,C07083,P011,3,Nairobi,900,2700,100
ORD12220,2022-05-11,C08251,P002,1,Kisumu,55000,55000,320
ORD12221,2022-09-29,C02063,P004,1,Kakamega,3500,3500,330
ORD12222,2024-12-06,C01255,P001,2,Nakuru,21500,43000,220
ORD12223,2023-09-13,C03689,P002,2,Kisii,55000,110000,280
ORD12224,2022-05-05,C03749,P005,3,Bungoma,2200,6600,335
ORD12225,2023-03-02,C06343,P008,3,Mombasa,6500,19500,380
ORD12226,2023-04-12,C04131,P006,3,Machakos,2800,8400,150
ORD12227,2023-05-15,C04258,P006,1,Nyeri,2800,2800,180
ORD12228,2024-09-04,C03030,P004,1,Kericho,3500,3500,290
ORD12229,2024-08-08,C02847,P002,4,Kericho,55000,220000,290
ORD12230,2022-07-21,C08663,P003,1,Bungoma,32000,32000,335
ORD12231,2022-04-15,C04036,P006,4,Kiambu,2800,11200,120
ORD12232,2023-10-16,C02900,P006,2,Nyeri,2800,5600,180
ORD12233,2022-05-30,C09639,P005,1,Kisumu,2200,2200,320
ORD12234,2023-02-07,C04444,P006,2,Kisii,2800,5600,280
ORD12235,2024-09-06,C04790,P011,4,Kiambu,900,3600,120
ORD12236,2022-08-27,C00913,P006,2,Nakuru,2800,5600,220
ORD12237,2024-06-24,C04243,P001,2,Mombasa,21500,43000,380
ORD12238,2022-06-20,C07542,P006,1,Kiambu,2800,2800,120
ORD12239,2024-09-01,C01712,P005,4,Kisumu,2200,8800,320
ORD12240,2023-02-09,C08867,P008,4,Kakamega,6500,26000,330
ORD12241,2022-07-24,C01440,P009,3,Kiambu,3800,11400,120
ORD12242,2023-03-17,C05614,P006,1,Kisumu,2800,2800,320
ORD12243,2024-09-24,C03631,P010,1,Kisii,1200,1200,280
ORD12244,2023-09-07,C05376,P004,4,Nakuru,3500,14000,220
ORD12245,2022-01-20,C07104,P003,1,Bungoma,32000,32000,335
ORD12246,2024-05-30,C08878,P010,2,Bungoma,1200,2400,335
ORD12247,2022-08-17,C09319,P001,3,Kakamega,21500,64500,330
ORD12248,2024-06-25,C04217,P007,4,Nairobi,4500,18000,100
ORD12249,2023-02-03,C02467,P005,1,Kiambu,2200,2200,120
ORD12250,2024-07-23,C07825,P004,1,Kiambu,3500,3500,120
ORD12251,2022-01-02,C04125,P009,2,Kisumu,3800,7600,320
ORD12252,2023-05-31,C00966,P007,1,Meru,4500,4500,240
ORD12253,2024-04-13,C06929,P010,1,Kakamega,1200,1200,330
ORD12254,2023-07-09,C06097,P008,2,Nakuru,6500,13000,220
ORD12255,2024-10-05,C06158,P004,1,Nyeri,3500,3500,180
ORD12256,2022-12-28,C09112,P010,3,Kisii,1200,3600,280
ORD12257,2023-11-05,C08121,P010,2,Machakos,1200,2400,150
ORD12258,2024-11-04,C01509,P008,4,Machakos,6500,26000,150
ORD12259,2024-09-16,C09405,P004,3,Kericho,3500,10500,290
ORD12260,2024-11-19,C00872,P001,1,Kakamega,21500,21500,330
ORD12261,2023-08-05,C00864,P011,2,Bungoma,900,1800,335
ORD12262,2023-09-06,C03056,P008,2,Machakos,6500,13000,150
ORD12263,2023-06-26,C05134,P001,1,Kisii,21500,21500,280
ORD12264,2024-12-25,C02683,P003,4,Kisumu,32000,128000,320
ORD12265,2023-05-25,C05279,P007,3,Kakamega,4500,13500,330
ORD12266,2023-11-30,C05449,P003,1,Bungoma,32000,32000,335
ORD12267,2023-07-18,C00614,P008,4,Kisumu,6500,26000,320
ORD12268,2024-10-27,C01873,P005,2,Mombasa,2200,4400,380
ORD12269,2023-09-25,C07724,P003,2,Meru,32000,64000,240
ORD12270,2024-06-20,C07190,P005,2,Nairobi,2200,4400,100
ORD12271,2022-08-17,C05387,P005,1,Meru,2200,2200,240
ORD12272,2023-01-09,C06943,P008,4,Machakos,6500,26000,150
ORD12273,2024-09-25,C08760,P009,1,Nairobi,3800,3800,100
ORD12274,2022-01-14,C00245,P006,1,Kakamega,2800,2800,330
ORD12275,2023-10-16,C00021,P010,3,Nairobi,1200,3600,100
ORD12276,2024-11-09,C08586,P003,3,Nyeri,32000,96000,180
ORD12277,2024-08-21,C05768,P002,3,Mombasa,55000,165000,380
ORD12278,2024-10-12,C03516,P011,4,Nairobi,900,3600,100
ORD12279,2022-12-01,C01911,P003,2,Bungoma,32000,64000,335
ORD12280,2023-01-02,C08482,P009,3,Kericho,3800,11400,290
ORD12281,2022-05-15,C05883,P007,2,Kisumu,4500,9000,320
ORD12282,2024-06-03,C08553,P011,4,Kiambu,900,3600,120
ORD12283,2023-09-16,C08077,P011,3,Kakamega,900,2700,330
ORD12284,2022-07-13,C01623,P009,3,Mombasa,3800,11400,380
ORD12285,2024-06-26,C04315,P006,2,Bungoma,2800,5600,335
ORD12286,2023-12-03,C02454,P008,1,Nakuru,6500,6500,220
ORD12287,2023-01-10,C02016,P010,4,Kisii,1200,4800,280
ORD12288,2023-02-01,C02801,P011,4,Kiambu,900,3600,120
ORD12289,2022-08-11,C09024,P009,3,Kakamega,3800,11400,330
ORD12290,2023-04-20,C09986,P003,4,Kakamega,32000,128000,330
ORD12291,2023-03-13,C09984,P007,2,Nakuru,4500,9000,220
ORD12292,2023-09-22,C08773,P009,1,Nairobi,3800,3800,100
ORD12293,2024-10-24,C06753,P002,1,Meru,55000,55000,240
ORD12294,2023-09-18,C07454,P007,4,Nyeri,4500,18000,180
ORD12295,2023-10-18,C02854,P005,1,Nairobi,2200,2200,100
ORD12296,2024-12-22,C02237,P008,2,Kisii,6500,13000,280
ORD12297,2024-08-24,C04177,P004,3,Meru,3500,10500,240
ORD12298,2022-07-30,C02156,P001,3,Mombasa,21500,64500,380
ORD12299,2023-09-07,C09537,P011,4,Nyeri,900,3600,180
ORD12300,2023-03-07,C05699,P010,4,Kericho,1200,4800,290
ORD12301,2022-11-13,C06830,P008,4,Kiambu,6500,26000,120
ORD12302,2023-10-26,C08538,P006,3,Machakos,2800,8400,150
ORD12303,2022-11-17,C01887,P008,4,Kisii,6500,26000,280
ORD12304,2023-01-29,C06472,P003,1,Bungoma,32000,32000,335
ORD12305,2024-03-22,C08747,P008,3,Kisii,6500,19500,280
ORD12306,2022-12-18,C03771,P008,2,Nyeri,6500,13000,180
ORD12307,2022-11-20,C08392,P001,4,Nakuru,21500,86000,220
ORD12308,2022-11-18,C02941,P004,3,Kericho,3500,10500,290
ORD12309,2023-10-29,C03491,P007,4,Machakos,4500,18000,150
ORD12310,2024-11-23,C07900,P011,3,Kisumu,900,2700,320
ORD12311,2024-08-28,C00307,P001,3,Kakamega,21500,64500,330
ORD12312,2024-05-03,C03076,P003,3,Nakuru,32000,96000,220
ORD12313,2023-07-06,C01657,P003,2,Kisumu,32000,64000,320
ORD12314,2023-04-14,C07245,P006,3,Kericho,2800,8400,290
ORD12315,2023-06-23,C06612,P005,1,Nyeri,2200,2200,180
ORD12316,2024-08-24,C06323,P011,4,Kiambu,900,3600,120
ORD12317,2023-09-14,C02693,P007,4,Bungoma,4500,18000,335
ORD12318,2024-01-30,C01765,P003,4,Kisumu,32000,128000,320
ORD12319,2022-10-24,C00276,P011,3,Kericho,900,2700,290
ORD12320,2023-09-20,C05272,P001,4,Kisii,21500,86000,280
ORD12321,2023-11-15,C07332,P011,1,Bungoma,900,900,335
ORD12322,2023-12-26,C09594,P003,1,Bungoma,32000,32000,335
ORD12323,2023-10-08,C09968,P008,1,Mombasa,6500,6500,380
ORD12324,2024-07-10,C05026,P005,2,Nairobi,2200,4400,100
ORD12325,2023-09-23,C04051,P003,1,Meru,32000,32000,240
ORD12326,2024-05-21,C08081,P008,1,Nakuru,6500,6500,220
ORD12327,2024-03-16,C03461,P006,4,Mombasa,2800,11200,380
ORD12328,2024-05-04,C03836,P003,3,Nyeri,32000,96000,180
ORD12329,2022-01-12,C04279,P005,4,Meru,2200,8800,240
ORD12330,2024-04-07,C01845,P001,2,Meru,21500,43000,240
ORD12331,2022-04-24,C00072,P006,2,Mombasa,2800,5600,380
ORD12332,2024-04-17,C07387,P009,2,Kisumu,3800,7600,320
ORD12333,2023-12-26,C06863,P007,1,Kakamega,4500,4500,330
ORD12334,2022-10-14,C07341,P011,1,Kiambu,900,900,120
ORD12335,2024-07-24,C09869,P008,1,Nairobi,6500,6500,100
ORD12336,2023-07-16,C09488,P006,3,Kakamega,2800,8400,330
ORD12337,2022-02-09,C07636,P011,4,Meru,900,3600,240
ORD12338,2023-02-19,C01044,P005,1,Nyeri,2200,2200,180
ORD12339,2023-03-04,C03043,P006,2,Nyeri,2800,5600,180
ORD12340,2023-06-09,C00815,P007,3,Nairobi,4500,13500,100
ORD12341,2023-08-27,C05623,P009,3,Kiambu,3800,11400,120
ORD12342,2024-02-04,C07333,P008,2,Nyeri,6500,13000,180
ORD12343,2022-02-18,C00310,P005,1,Nairobi,2200,2200,100
ORD12344,2023-10-22,C06662,P007,3,Kisii,4500,13500,280
ORD12345,2024-05-25,C04228,P008,2,Meru,6500,13000,240
ORD12346,2024-02-23,C01878,P001,1,Nakuru,21500,21500,220
ORD12347,2023-10-30,C02487,P008,3,Nairobi,6500,19500,100
ORD12348,2023-02-13,C06887,P011,3,Kakamega,900,2700,330
