CustomerID,Gender,AgeGroup,Region,County,SignupChannel,FirstPurchaseDate
C04592,Female,26–35,Nyanza,Kisii,Referral,2024-08-01
C04593,Male,36–45,Eastern,Machakos,Referral,2024-10-19
C04594,Female,46+,Nairobi,Nairobi,App,2023-09-13
C04595,Male,26–35,Nyanza,Kisumu,App,2024-05-09
C04596,Female,46+,Eastern,Meru,Social Media,2024-08-21
C04597,Male,46+,Coast,Mombasa,App,2024-12-07
C04598,Male,18–25,Nairobi,Nairobi,Referral,2024-03-23
C04599,Female,26–35,Nairobi,Nairobi,Social Media,2022-04-05
C04600,Female,46+,Coast,Mombasa,Website,2022-02-02
C04601,Male,18–25,Coast,Mombasa,Social Media,2022-05-02
C04602,Female,36–45,Nairobi,Nairobi,Social Media,2022-08-06
C04603,Female,46+,Coast,Mombasa,Social Media,2024-12-12
C04604,Female,26–35,Central,Kiambu,App,2024-03-05
C04605,Male,36–45,Eastern,Machakos,Referral,2022-06-25
C04606,Male,46+,Eastern,Meru,App,2022-10-19
C04607,Male,46+,Eastern,Meru,Referral,2023-05-06
C04608,Female,26–35,Central,Kiambu,App,2024-01-31
C04609,Female,46+,Western,Kakamega,Social Media,2023-09-26
C04610,Male,26–35,Coast,Mombasa,Referral,2022-05-05
C04611,Male,26–35,Nyanza,Kisii,App,2023-08-27
C04612,Female,26–35,Coast,Mombasa,Social Media,2024-07-26
C04613,Female,26–35,Nairobi,Nairobi,Website,2024-12-01
C04614,Female,46+,Rift Valley,Nakuru,App,2023-05-06
C04615,Female,36–45,Eastern,Meru,App,2023-07-19
C04616,Male,36–45,Coast,Mombasa,Website,2022-06-17
C04617,Female,18–25,Nyanza,Kisii,App,2024-01-29
C04618,Female,26–35,Nairobi,Nairobi,Website,2022-09-06
C04619,Male,46+,Central,Nyeri,Referral,2022-06-29
C04620,Male,46+,Western,Bungoma,Website,2022-01-28
C04621,Female,18–25,Central,Kiambu,Social Media,2022-04-27
C04622,Male,36–45,Nyanza,Kisii,Website,2023-12-04
C04623,Female,46+,Nairobi,Nairobi,Referral,2023-10-19
C04624,Female,18–25,Eastern,Machakos,Website,2024-04-11
C04625,Male,36–45,Coast,Mombasa,Website,2022-09-19
C04626,Male,46+,Nairobi,Nairobi,Referral,2023-09-18
C04627,Female,26–35,Western,Kakamega,App,2024-02-24
C04628,Male,18–25,Central,Nyeri,App,2024-11-27
C04629,Female,46+,Western,Bungoma,Social Media,2022-07-16
C04630,Female,18–25,Western,Kakamega,Social Media,2023-11-15
C04631,Female,18–25,Nyanza,Kisumu,Website,2024-05-23
C04632,Male,18–25,Nyanza,Kisumu,App,2022-11-29
C04633,Female,26–35,Coast,Mombasa,App,2023-12-21
C04634,Female,36–45,Nyanza,Kisii,Website,2022-03-20
C04635,Female,36–45,Nyanza,Kisii,Referral,2022-07-16
C04636,Male,46+,Nairobi,Nairobi,App,2022-08-14
C04637,Female,26–35,Eastern,Machakos,Social Media,2023-08-18
C04638,Female,36–45,Coast,Mombasa,Website,2024-07-01
C04639,Female,46+,Nairobi,Nairobi,Referral,2024-01-05
C04640,Male,46+,Eastern,Meru,Social Media,2024-07-07
C04641,Female,18–25,Western,Bungoma,App,2023-06-21
C04642,Female,26–35,Nairobi,Nairobi,Referral,2022-08-08
C04643,Male,36–45,Rift Valley,Nakuru,Social Media,2022-10-20
C04644,Male,26–35,Nairobi,Nairobi,Website,2022-07-21
C04645,Female,26–35,Nyanza,Kisii,Referral,2022-02-01
C04646,Female,36–45,Eastern,Machakos,Referral,2023-12-17
C04647,Female,36–45,Coast,Mombasa,Website,2024-01-23
C04648,Male,26–35,Coast,Mombasa,App,2024-10-13
C04649,Male,46+,Eastern,Meru,App,2022-04-25
C04650,Female,26–35,Nyanza,Kisii,Referral,2023-12-23
C04651,Male,36–45,Central,Kiambu,Referral,2022-07-01
C04652,Female,26–35,Nairobi,Nairobi,Referral,2024-02-10
C04653,Female,36–45,Nyanza,Kisumu,Social Media,2023-04-14
C04654,Male,46+,Rift Valley,Nakuru,Referral,2023-03-02
C04655,Female,26–35,Western,Kakamega,App,2024-04-13
C04656,Male,46+,Eastern,Meru,Website,2024-12-19
C04657,Male,26–35,Nairobi,Nairobi,Website,2023-04-30
C04658,Female,26–35,Coast,Mombasa,Website,2022-01-11
C04659,Male,36–45,Western,Kakamega,Referral,2022-02-11
C04660,Female,18–25,Central,Kiambu,Referral,2022-05-03
C04661,Male,36–45,Rift Valley,Nakuru,Website,2023-12-02
C04662,Female,26–35,Coast,Mombasa,Social Media,2022-09-09
C04663,Female,18–25,Eastern,Meru,Social Media,2024-08-30
C04664,Female,18–25,Nairobi,Nairobi,Social Media,2023-08-27
C04665,Male,46+,Eastern,Meru,Social Media,2022-08-01
C04666,Female,26–35,Western,Kakamega,App,2022-09-25
C04667,Male,36–45,Nairobi,Nairobi,Website,2024-10-02
C04668,Male,18–25,Nyanza,Kisii,App,2023-12-08
C04669,Male,18–25,Central,Nyeri,Referral,2023-06-24
C04670,Male,36–45,Nyanza,Kisumu,Social Media,2023-12-07
C04671,Male,36–45,Nyanza,Kisii,Social Media,2024-10-07
C04672,Female,18–25,Eastern,Machakos,Website,2023-09-11
C04673,Male,36–45,Western,Kakamega,Social Media,2023-05-13
C04674,Female,46+,Central,Kiambu,Website,2024-10-17
C04675,Female,18–25,Nairobi,Nairobi,Referral,2024-02-21
C04676,Male,46+,Nairobi,Nairobi,Social Media,2022-05-06
C04677,Female,26–35,Rift Valley,Nakuru,Social Media,2024-04-20
C04678,Female,46+,Coast,Mombasa,App,2024-09-09
C04679,Male,36–45,Rift Valley,Eldoret,Website,2022-01-12
C04680,Female,18–25,Rift Valley,Nakuru,Website,2023-05-31
C04681,Male,46+,Nairobi,Nairobi,Social Media,2022-11-12
C04682,Male,36–45,Eastern,Machakos,App,2024-10-28
C04683,Male,36–45,Nyanza,Kisumu,Social Media,2022-11-10
C04684,Female,46+,Western,Bungoma,Website,2023-07-01
C04685,Female,18–25,Nyanza,Kisumu,Website,2022-02-08
C04686,Female,46+,Nyanza,Kisii,Social Media,2024-11-10
C04687,Female,26–35,Central,Kiambu,Referral,2022-09-10
C04688,Male,46+,Nairobi,Nairobi,Social Media,2022-10-30
C04689,Male,46+,Western,Kakamega,App,2024-09-05
C04690,Female,18–25,Eastern,Machakos,Website,2022-09-15
C04691,Male,46+,Central,Nyeri,Website,2024-09-26
C04692,Female,36–45,Coast,Mombasa,Social Media,2023-06-26
C04693,Male,18–25,Eastern,Meru,Referral,2023-10-02
C04694,Male,36–45,Rift Valley,Nakuru,Website,2023-07-06
C04695,Male,18–25,Eastern,Machakos,Social Media,2023-04-06
C04696,Male,26–35,Eastern,Meru,Referral,2022-08-12
C04697,Male,26–35,Nyanza,Kisii,Social Media,2022-04-02
C04698,Female,26–35,Eastern,Machakos,Social Media,2022-10-07
C04699,Female,46+,Rift Valley,Eldoret,Social Media,2022-09-05
C04700,Male,26–35,Rift Valley,Nakuru,Website,2024-05-15
C04701,Female,18–25,Nairobi,Nairobi,Referral,2022-03-19
C04702,Male,26–35,Eastern,Meru,App,2023-04-03
C04703,Male,18–25,Nyanza,Kisumu,App,2023-08-09
C04704,Male,36–45,Eastern,Machakos,Website,2024-11-03
C04705,Male,46+,Coast,Mombasa,Website,2022-02-14
C04706,Female,36–45,Coast,Mombasa,Social Media,2022-02-07
C04707,Male,36–45,Nyanza,Kisumu,Social Media,2023-02-20
C04708,Female,26–35,Nairobi,Nairobi,Referral,2022-09-02
C04709,Male,26–35,Nairobi,Nairobi,Social Media,2024-12-21
C04710,Male,26–35,Rift Valley,Eldoret,Referral,2023-05-08
C04711,Female,36–45,Rift Valley,Eldoret,Social Media,2022-11-19
C04712,Male,46+,Central,Nyeri,Social Media,2023-04-13
C04713,Male,46+,Nyanza,Kisii,App,2024-12-20
C04714,Female,36–45,Eastern,Machakos,Website,2022-03-28
C04715,Female,46+,Western,Kakamega,Referral,2022-03-21
C04716,Female,36–45,Nyanza,Kisii,App,2022-08-16
C04717,Male,36–45,Central,Nyeri,Social Media,2023-04-28
C04718,Male,46+,Rift Valley,Eldoret,App,2023-09-15
C04719,Female,18–25,Nyanza,Kisii,Referral,2024-08-05
C04720,Female,18–25,Nyanza,Kisumu,Website,2023-04-30
C04721,Male,26–35,Rift Valley,Eldoret,App,2024-04-19
C04722,Male,46+,Central,Kiambu,Referral,2022-01-25
C04723,Female,26–35,Rift Valley,Eldoret,Social Media,2024-02-18
C04724,Female,36–45,Nairobi,Nairobi,App,2024-07-19
C04725,Female,18–25,Eastern,Machakos,Website,2024-03-05
C04726,Female,46+,Rift Valley,Eldoret,Referral,2024-01-23
C04727,Male,46+,Central,Kiambu,Website,2023-03-02
C04728,Male,46+,Coast,Mombasa,Social Media,2024-12-26
C04729,Male,18–25,Nairobi,Nairobi,Website,2023-10-22
C04730,Male,26–35,Coast,Mombasa,Social Media,2023-11-16
C04731,Female,18–25,Western,Kakamega,Social Media,2023-07-01
C04732,Male,26–35,Rift Valley,Nakuru,App,2024-07-04
C04733,Female,36–45,Nairobi,Nairobi,Social Media,2022-02-24
C04734,Male,36–45,Eastern,Machakos,Website,2022-11-10
C04735,Male,26–35,Rift Valley,Eldoret,App,2022-08-08
C04736,Male,36–45,Eastern,Machakos,Social Media,2022-02-18
C04737,Female,36–45,Nyanza,Kisumu,Referral,2023-04-08
C04738,Male,46+,Coast,Mombasa,Referral,2022-04-28
C04739,Female,46+,Nairobi,Nairobi,Social Media,2022-03-23
C04740,Female,18–25,Eastern,Meru,App,2023-05-11
C04741,Male,18–25,Central,Nyeri,App,2023-09-26
C04742,Female,18–25,Eastern,Machakos,App,2024-04-16
C04743,Male,46+,Central,Kiambu,Website,2023-08-25
C04744,Female,18–25,Rift Valley,Nakuru,Referral,2024-02-09
C04745,Male,18–25,Nairobi,Nairobi,Social Media,2023-11-04
C04746,Female,46+,Eastern,Machakos,Social Media,2022-06-25
C04747,Female,26–35,Western,Bungoma,Referral,2024-03-15
C04748,Male,46+,Eastern,Machakos,Website,2023-10-01
C04749,Male,26–35,Western,Bungoma,App,2022-10-24
C04750,Male,46+,Nairobi,Nairobi,Referral,2023-04-20
C04751,Male,18–25,Eastern,Machakos,Social Media,2023-06-20
C04752,Female,36–45,Central,Nyeri,Website,2024-11-26
C04753,Female,36–45,Eastern,Machakos,Social Media,2022-01-25
C04754,Female,26–35,Coast,Mombasa,App,2022-12-15
C04755,Female,26–35,Rift Valley,Nakuru,Referral,2023-09-29
C04756,Male,26–35,Nyanza,Kisii,App,2022-08-15
C04757,Female,36–45,Central,Kiambu,Website,2022-02-07
C04758,Male,26–35,Coast,Mombasa,Referral,2023-07-24
C04759,Female,46+,Western,Bungoma,App,2022-08-24
C04760,Male,46+,Rift Valley,Eldoret,App,2022-04-24
C04761,Male,36–45,Nairobi,Nairobi,App,2022-11-02
C04762,Male,46+,Central,Nyeri,Website,2022-05-12
C04763,Male,26–35,Nyanza,Kisii,App,2022-12-14
C04764,Male,36–45,Rift Valley,Eldoret,Social Media,2023-02-19
C04765,Female,26–35,Western,Kakamega,Referral,2024-09-09
C04766,Male,46+,Nyanza,Kisumu,Referral,2024-01-02
C04767,Female,26–35,Nairobi,Nairobi,App,2023-10-16
C04768,Female,36–45,Nairobi,Nairobi,Website,2023-01-20
C04769,Male,26–35,Western,Kakamega,Social Media,2023-05-27
C04770,Female,46+,Central,Kiambu,Social Media,2024-12-02
C04771,Female,18–25,Western,Bungoma,Referral,2022-03-02
C04772,Female,36–45,Eastern,Machakos,Referral,2023-07-07
C04773,Male,26–35,Nairobi,Nairobi,Social Media,2022-07-07
C04774,Male,36–45,Rift Valley,Nakuru,Referral,2023-03-29
C04775,Male,26–35,Eastern,Machakos,App,2024-04-26
C04776,Male,18–25,Coast,Mombasa,Social Media,2022-07-06
C04777,Female,46+,Nyanza,Kisumu,Referral,2024-07-26
C04778,Female,26–35,Eastern,Meru,App,2022-06-13
C04779,Female,26–35,Nyanza,Kisumu,App,2022-04-12
C04780,Female,18–25,Western,Bungoma,Social Media,2023-11-22
C04781,Female,36–45,Eastern,Meru,App,2023-08-01
C04782,Female,46+,Western,Kakamega,Social Media,2023-09-03
C04783,Male,26–35,Coast,Mombasa,App,2023-06-20
C04784,Female,26–35,Nairobi,Nairobi,Social Media,2024-01-31
C04785,Female,46+,Coast,Mombasa,Social Media,2024-06-14
C04786,Female,18–25,Nairobi,Nairobi,Social Media,2024-08-28
C04787,Male,36–45,Western,Kakamega,Social Media,2022-05-04
C04788,Female,46+,Nairobi,Nairobi,App,2023-10-30
C04789,Female,36–45,Nyanza,Kisumu,Social Media,2022-12-15
C04790,Male,18–25,Rift Valley,Nakuru,Referral,2022-09-06
C04791,Female,18–25,Coast,Mombasa,App,2023-12-08
C04792,Male,46+,Eastern,Machakos,Social Media,2023-12-14
C04793,Male,26–35,Coast,Mombasa,App,2024-10-03
C04794,Female,18–25,Nyanza,Kisii,App,2022-09-04
C04795,Female,18–25,Nairobi,Nairobi,App,2023-04-26
C04796,Male,46+,Nyanza,Kisumu,App,2022-04-08
C04797,Female,46+,Central,Kiambu,Social Media,2022-11-25
C04798,Female,46+,Central,Kiambu,App,2024-10-25
C04799,Male,18–25,Eastern,Machakos,Referral,2023-04-04
C04800,Male,36–45,Nyanza,Kisii,App,2024-03-06
C04801,Female,18–25,Western,Bungoma,App,2023-08-16
C04802,Male,46+,Eastern,Meru,Referral,2023-05-13
C04803,Female,26–35,Western,Bungoma,Social Media,2022-03-28
C04804,Female,26–35,Eastern,Machakos,Referral,2023-02-06
C04805,Female,46+,Central,Nyeri,Website,2022-07-16
C04806,Female,26–35,Eastern,Meru,Referral,2024-02-03
C04807,Male,18–25,Central,Kiambu,Social Media,2022-01-27
C04808,Female,36–45,Nairobi,Nairobi,Referral,2022-05-15
C04809,Male,18–25,Western,Bungoma,App,2022-07-25
C04810,Female,46+,Nyanza,Kisii,Social Media,2024-11-16
C04811,Female,18–25,Eastern,Machakos,Website,2023-08-26
C04812,Male,26–35,Central,Kiambu,Social Media,2024-12-27
C04813,Female,18–25,Coast,Mombasa,App,2022-12-28
C04814,Male,36–45,Western,Bungoma,Website,2023-10-20
C04815,Male,26–35,Eastern,Machakos,Social Media,2024-12-22
C04816,Female,36–45,Rift Valley,Nakuru,Social Media,2024-08-29
C04817,Female,36–45,Nairobi,Nairobi,App,2024-09-06
C04818,Female,36–45,Nairobi,Nairobi,Referral,2024-07-29
C04819,Female,18–25,Coast,Mombasa,Referral,2024-06-26
C04820,Male,18–25,Central,Kiambu,Website,2022-09-03
C04821,Female,18–25,Eastern,Machakos,App,2022-10-05
C04822,Female,18–25,Western,Bungoma,App,2022-12-13
C04823,Female,26–35,Central,Nyeri,Referral,2023-01-07
C04824,Female,18–25,Nairobi,Nairobi,Referral,2024-03-19
C04825,Female,26–35,Central,Nyeri,Website,2024-04-28
C04826,Male,36–45,Nairobi,Nairobi,Referral,2022-05-03
C04827,Female,26–35,Central,Nyeri,Website,2024-12-16
C04828,Male,46+,Coast,Mombasa,Social Media,2022-06-09
C04829,Female,18–25,Nyanza,Kisii,Website,2024-01-07
C04830,Female,46+,Coast,Mombasa,Website,2023-06-02
C04831,Female,26–35,Coast,Mombasa,Website,2024-07-23
C04832,Male,18–25,Nyanza,Kisumu,Social Media,2024-01-16
C04833,Female,46+,Nyanza,Kisii,Referral,2022-10-15
C04834,Male,18–25,Eastern,Meru,Website,2023-02-24
C04835,Male,26–35,Western,Kakamega,Referral,2022-05-20
C04836,Female,46+,Western,Kakamega,Website,2023-12-08
C04837,Male,26–35,Eastern,Machakos,Referral,2023-11-29
C04838,Female,46+,Coast,Mombasa,Website,2024-09-13
C04839,Female,36–45,Coast,Mombasa,Referral,2023-04-20
C04840,Male,36–45,Nairobi,Nairobi,App,2023-01-24
C04841,Female,36–45,Nairobi,Nairobi,Social Media,2023-05-26
C04842,Female,36–45,Western,Bungoma,Website,2023-06-22
C04843,Male,36–45,Eastern,Machakos,Social Media,2022-08-01
C04844,Male,26–35,Rift Valley,Nakuru,Website,2024-06-15
C04845,Male,36–45,Rift Valley,Eldoret,App,2024-11-27
C04846,Male,26–35,Eastern,Machakos,App,2022-08-21
C04847,Male,36–45,Nairobi,Nairobi,Social Media,2022-09-17
C04848,Male,18–25,Western,Kakamega,Website,2022-11-04
C04849,Female,36–45,Western,Bungoma,Referral,2023-02-07
C04850,Male,18–25,Nairobi,Nairobi,Website,2024-09-23
C04851,Male,26–35,Rift Valley,Nakuru,Referral,2024-01-20
C04852,Female,36–45,Central,Kiambu,Social Media,2022-10-31
C04853,Female,46+,Central,Kiambu,Social Media,2022-12-09
C04854,Male,26–35,Nairobi,Nairobi,App,2024-11-27
C04855,Male,36–45,Central,Nyeri,Referral,2024-05-04
C04856,Female,26–35,Nyanza,Kisii,Website,2024-12-05
C04857,Male,46+,Eastern,Machakos,App,2022-09-13
C04858,Male,36–45,Eastern,Meru,Social Media,2022-05-17
C04859,Female,46+,Nairobi,Nairobi,App,2024-03-28
C04860,Male,36–45,Coast,Mombasa,Website,2024-08-30
C04861,Female,18–25,Rift Valley,Eldoret,Website,2022-02-07
C04862,Male,26–35,Nairobi,Nairobi,Social Media,2022-04-15
C04863,Female,46+,Central,Kiambu,App,2022-09-12
C04864,Female,26–35,Rift Valley,Eldoret,Referral,2023-05-03
C04865,Female,46+,Coast,Mombasa,Referral,2023-04-03
C04866,Male,26–35,Central,Kiambu,Referral,2023-06-12
C04867,Female,26–35,Western,Kakamega,Website,2023-08-14
C04868,Male,26–35,Nyanza,Kisumu,App,2023-06-09
C04869,Female,18–25,Central,Kiambu,Referral,2023-01-05
C04870,Female,36–45,Nyanza,Kisii,App,2022-04-12
C04871,Female,18–25,Rift Valley,Eldoret,Social Media,2024-07-04
C04872,Male,26–35,Nyanza,Kisii,Referral,2023-10-26
C04873,Male,46+,Rift Valley,Eldoret,App,2023-11-21
C04874,Female,26–35,Rift Valley,Eldoret,Website,2023-08-22
C04875,Male,36–45,Rift Valley,Nakuru,Social Media,2023-08-23
C04876,Male,18–25,Rift Valley,Nakuru,Social Media,2023-06-25
C04877,Male,36–45,Rift Valley,Nakuru,Social Media,2023-01-24
C04878,Female,46+,Central,Kiambu,Social Media,2022-12-29
C04879,Male,36–45,Rift Valley,Nakuru,Website,2024-07-19
C04880,Female,18–25,Central,Nyeri,Website,2023-09-04
C04881,Female,46+,Rift Valley,Nakuru,Referral,2023-12-23
C04882,Female,36–45,Nyanza,Kisii,Website,2022-12-09
C04883,Male,18–25,Western,Bungoma,Website,2022-05-15
C04884,Female,18–25,Rift Valley,Eldoret,Social Media,2024-07-28
C04885,Male,26–35,Coast,Mombasa,Website,2024-09-04
C04886,Male,36–45,Rift Valley,Eldoret,Social Media,2023-01-15
C04887,Female,46+,Rift Valley,Nakuru,App,2022-02-07
C04888,Female,26–35,Nyanza,Kisumu,App,2024-02-20
C04889,Female,36–45,Eastern,Meru,App,2022-11-06
C04890,Male,36–45,Nyanza,Kisii,App,2022-04-16
C04891,Male,46+,Coast,Mombasa,App,2023-07-10
C04892,Female,26–35,Eastern,Meru,App,2023-02-01
C04893,Female,26–35,Nairobi,Nairobi,App,2022-06-02
C04894,Male,46+,Nairobi,Nairobi,Social Media,2023-06-20
C04895,Male,26–35,Coast,Mombasa,Social Media,2024-09-22
C04896,Female,18–25,Nyanza,Kisii,Social Media,2024-08-23
C04897,Male,46+,Central,Kiambu,Social Media,2024-06-11
C04898,Male,36–45,Coast,Mombasa,Website,2023-08-06
C04899,Male,46+,Western,Kakamega,Website,2022-07-20
C04900,Male,18–25,Eastern,Machakos,Referral,2022-01-12
C04901,Male,46+,Eastern,Machakos,Website,2024-12-11
C04902,Male,36–45,Rift Valley,Eldoret,Social Media,2024-02-07
C04903,Female,36–45,Nairobi,Nairobi,Social Media,2024-07-08
C04904,Male,46+,Eastern,Machakos,App,2023-06-05
C04905,Female,46+,Coast,Mombasa,App,2022-04-10
C04906,Female,18–25,Eastern,Meru,Referral,2024-05-20
C04907,Male,18–25,Coast,Mombasa,Website,2023-01-01
C04908,Female,36–45,Central,Kiambu,Social Media,2023-10-19
C04909,Female,26–35,Rift Valley,Nakuru,Website,2022-06-10
C04910,Female,26–35,Nairobi,Nairobi,Referral,2024-01-31
C04911,Male,26–35,Eastern,Meru,App,2022-06-24
C04912,Female,26–35,Coast,Mombasa,Social Media,2023-06-29
C04913,Male,36–45,Nyanza,Kisumu,App,2023-04-22
C04914,Female,26–35,Nairobi,Nairobi,Social Media,2022-10-10
C04915,Female,26–35,Central,Kiambu,App,2024-08-14
C04916,Female,46+,Coast,Mombasa,App,2023-03-28
C04917,Female,26–35,Western,Bungoma,Referral,2022-03-23
C04918,Male,46+,Western,Kakamega,Website,2024-03-26
C04919,Female,36–45,Rift Valley,Nakuru,App,2023-06-04
C04920,Female,46+,Rift Valley,Eldoret,Social Media,2022-05-14
C04921,Male,18–25,Central,Nyeri,Website,2023-03-23
C04922,Male,46+,Central,Nyeri,Website,2022-04-28
C04923,Male,26–35,Rift Valley,Eldoret,App,2024-01-19
C04924,Female,46+,Eastern,Machakos,App,2023-10-08
C04925,Male,46+,Eastern,Meru,App,2023-01-14
C04926,Male,36–45,Coast,Mombasa,Website,2023-08-31
C04927,Male,36–45,Nyanza,Kisii,Referral,2024-08-23
C04928,Male,26–35,Coast,Mombasa,App,2023-06-09
C04929,Male,18–25,Nyanza,Kisumu,Website,2023-07-30
C04930,Male,18–25,Central,Kiambu,Website,2024-07-25
C04931,Female,46+,Nairobi,Nairobi,Social Media,2023-10-24
C04932,Male,18–25,Coast,Mombasa,App,2024-05-25
C04933,Female,36–45,Coast,Mombasa,Referral,2022-01-12
C04934,Male,26–35,Nyanza,Kisumu,Social Media,2023-01-23
C04935,Male,26–35,Central,Kiambu,App,2022-03-24
C04936,Male,36–45,Central,Kiambu,Social Media,2024-09-02
C04937,Female,26–35,Western,Kakamega,App,2023-01-31
C04938,Male,46+,Nyanza,Kisumu,Social Media,2023-06-29
C04939,Male,26–35,Central,Nyeri,Referral,2023-10-23
C04940,Male,18–25,Rift Valley,Eldoret,Social Media,2023-10-02
C04941,Male,26–35,Eastern,Meru,Social Media,2022-04-10
C04942,Female,26–35,Western,Bungoma,Social Media,2023-04-02
C04943,Female,36–45,Rift Valley,Eldoret,App,2024-05-23
C04944,Female,36–45,Nairobi,Nairobi,App,2022-11-24
C04945,Female,18–25,Coast,Mombasa,Referral,2023-12-25
C04946,Female,36–45,Western,Bungoma,Social Media,2022-03-15
C04947,Male,18–25,Nairobi,Nairobi,Website,2022-04-02
C04948,Male,46+,Coast,Mombasa,Social Media,2022-11-26
C04949,Male,18–25,Eastern,Machakos,Website,2022-06-24
C04950,Female,26–35,Central,Kiambu,Website,2022-11-11
C04951,Male,18–25,Rift Valley,Eldoret,Social Media,2023-05-12
C04952,Female,46+,Nyanza,Kisumu,Website,2023-03-04
C04953,Male,26–35,Rift Valley,Nakuru,Website,2022-02-04
C04954,Female,18–25,Eastern,Machakos,Social Media,2022-04-29
C04955,Male,36–45,Nairobi,Nairobi,App,2024-07-13
C04956,Male,36–45,Nyanza,Kisii,Social Media,2024-04-07
C04957,Male,36–45,Central,Kiambu,Referral,2023-01-25
C04958,Male,18–25,Eastern,Machakos,Website,2022-06-25
C04959,Female,18–25,Nyanza,Kisii,Referral,2022-04-16
C04960,Male,46+,Eastern,Meru,Website,2023-08-15
C04961,Male,26–35,Eastern,Machakos,App,2024-07-02
C04962,Male,26–35,Central,Nyeri,Website,2024-08-12
C04963,Female,26–35,Western,Bungoma,Social Media,2024-08-10
C04964,Male,26–35,Coast,Mombasa,Website,2024-05-10
C04965,Male,18–25,Nyanza,Kisumu,Referral,2022-05-07
C04966,Male,18–25,Central,Kiambu,Social Media,2024-04-03
C04967,Male,46+,Eastern,Meru,Referral,2022-08-22
C04968,Male,26–35,Central,Nyeri,App,2023-10-29
C04969,Female,18–25,Western,Kakamega,Referral,2024-07-19
C04970,Female,18–25,Coast,Mombasa,Referral,2022-05-17
C04971,Female,18–25,Rift Valley,Eldoret,Referral,2023-07-10
C04972,Male,18–25,Nyanza,Kisii,Social Media,2024-01-29
C04973,Female,26–35,Coast,Mombasa,App,2022-02-25
C04974,Male,26–35,Nairobi,Nairobi,App,2022-12-22
C04975,Male,18–25,Nyanza,Kisii,App,2024-07-11
C04976,Male,36–45,Coast,Mombasa,Referral,2024-03-23
C04977,Male,46+,Eastern,Meru,Social Media,2024-12-22
C04978,Female,26–35,Nyanza,Kisumu,Social Media,2024-12-22
C04979,Female,26–35,Nyanza,Kisumu,Social Media,2024-03-16
C04980,Female,36–45,Central,Kiambu,Referral,2024-11-18
C04981,Male,26–35,Eastern,Meru,App,2023-08-23
C04982,Female,36–45,Nairobi,Nairobi,Referral,2023-07-22
C04983,Female,36–45,Rift Valley,Eldoret,Social Media,2023-12-06
C04984,Male,18–25,Western,Bungoma,Referral,2023-09-04
C04985,Female,26–35,Coast,Mombasa,Website,2022-05-21
C04986,Male,46+,Central,Kiambu,App,2023-07-15
C04987,Female,36–45,Coast,Mombasa,App,2023-05-14
C04988,Female,46+,Nairobi,Nairobi,Social Media,2023-09-19
C04989,Female,18–25,Nairobi,Nairobi,Referral,2023-05-17
C04990,Male,26–35,Nyanza,Kisii,Social Media,2024-01-11
C04991,Female,18–25,Western,Bungoma,Referral,2024-02-03
C04992,Female,18–25,Nairobi,Nairobi,Website,2023-11-06
C04993,Female,46+,Coast,Mombasa,App,2022-02-18
C04994,Female,46+,Eastern,Meru,App,2023-09-19
C04995,Male,36–45,Eastern,Meru,Referral,2023-11-11
C04996,Male,26–35,Nyanza,Kisumu,App,2022-10-04
C04997,Female,18–25,Rift Valley,Nakuru,Referral,2022-02-16
C04998,Female,36–45,Coast,Mombasa,Social Media,2024-07-14
C04999,Female,36–45,Coast,Mombasa,Website,2022-08-04
C05000,Male,18–25,Nairobi,Nairobi,Referral,2022-08-18
C05001,Female,18–25,Western,Kakamega,Website,2022-11-19
C05002,Female,36–45,Coast,Mombasa,Social Media,2022-08-13
C05003,Male,18–25,Central,Kiambu,Social Media,2022-02-15
C05004,Male,18–25,Rift Valley,Eldoret,Social Media,2024-11-03
C05005,Male,46+,Nairobi,Nairobi,Referral,2023-09-25
C05006,Female,26–35,Central,Kiambu,Website,2023-01-10
C05007,Male,36–45,Nyanza,Kisii,Website,2023-12-04
C05008,Male,18–25,Eastern,Machakos,App,2024-09-13
C05009,Female,36–45,Nyanza,Kisumu,Referral,2022-11-29
C05010,Male,26–35,Eastern,Meru,App,2022-06-15
C05011,Female,36–45,Nyanza,Kisii,App,2023-05-22
C05012,Female,36–45,Coast,Mombasa,Referral,2022-04-27
C05013,Male,36–45,Central,Nyeri,App,2024-07-31
C05014,Female,46+,Eastern,Meru,App,2023-09-28
C05015,Male,26–35,Nairobi,Nairobi,App,2023-04-02
C05016,Male,26–35,Central,Nyeri,Social Media,2024-05-18
C05017,Male,36–45,Nairobi,Nairobi,Referral,2022-08-04
C05018,Female,36–45,Central,Nyeri,Social Media,2022-04-23
C05019,Male,26–35,Central,Nyeri,App,2024-11-05
C05020,Female,18–25,Nyanza,Kisii,App,2022-08-04
C05021,Female,46+,Eastern,Machakos,Social Media,2023-03-03
C05022,Female,26–35,Eastern,Meru,App,2024-12-02
C05023,Male,36–45,Western,Kakamega,Referral,2024-02-03
C05024,Female,18–25,Central,Kiambu,Website,2022-10-11
C05025,Female,18–25,Coast,Mombasa,Social Media,2024-04-13
C05026,Male,18–25,Coast,Mombasa,Website,2024-12-19
C05027,Male,46+,Nairobi,Nairobi,Website,2022-08-18
C05028,Female,46+,Nairobi,Nairobi,Website,2023-01-20
C05029,Female,26–35,Nyanza,Kisii,Social Media,2022-06-08
